id,photoIdForUrl
278,20686311474
279,21120905320
280,20687900123
281,20687898933
282,21308987905
283,21122101659
284,21308872855
285,21121987219
286,21282615496
287,21120988438
288,21120987218
289,21317026521
290,20687775513
291,20686181534
292,21121978539
293,20686178364
294,21317019681
295,21317018271
296,20686174704
297,20687766233
298,21317014361
299,21120972318
300,21298229322
301,21282595946
302,21282594136
303,21298223392
304,21282589736
305,21282588146
306,21120960068
307,21120667918
308,21120462870
309,21308548985
310,20685865264
311,21297930142
312,20685862894
313,20685861674
314,20687450823
315,21282286656
316,20687448343
317,20687447473
318,20687446383
319,21120653548
320,21316695041
321,21308534755
322,21308533565
323,21297915462
324,21282276226
325,21297912262
326,20685844754
327,21308526435
328,21120641588
329,21120437290
330,21297906062
331,21297904652
332,21121549519
333,21121548639
334,21282177126
335,21316591981
336,20687338793
337,21297813512
338,21120546608
339,21308425775
340,20685744064
341,21120337240
342,21120336010
343,21120540298
344,21308420385
345,21121534349
346,21121533149
347,21282162786
348,21316576451
349,21316575321
350,20685731844
351,21120325770
352,20685729354
353,21120529108
354,21282154926
355,21297793322
356,21282056456
357,21121424919
358,21120221070
359,20685625224
360,21120423638
361,20685623094
362,20687212473
363,21282048026
364,21316458601
365,21316457291
366,21120416038
367,21120414708
368,21316453691
369,21316452601
370,21297678782
371,21308293365
372,20685609454
373,21308291415
374,21120201450
375,21120405518
376,20685605244
377,21308287365
378,20687193543
379,20687192663
380,20685513154
381,21281938026
382,20685511054
383,21316348111
384,21120305918
385,21121301879
386,20687095383
387,21281931536
388,21120300738
389,21308184815
390,20685501504
391,21297565332
392,21281925756
393,20687086973
394,21297561782
395,21120292728
396,21297559512
397,21308175145
398,20685492134
399,20687080013
400,20685489154
401,21120079810
402,21316325911
403,21121279569
404,20685394164
405,20685393214
406,21297458062
407,20686980483
408,21121185479
409,21297455142
410,21297453892
411,21297452692
412,21119976740
413,21119975660
414,21119974060
415,21316221991
416,21120175878
417,21297444892
418,21121173679
419,21120172438
420,21281804316
421,21121169749
422,21120168778
423,20685371124
424,21297436732
425,20685368864
426,21281796866
427,20685366894
428,20685269894
429,21281697206
430,21281696016
431,20685266574
432,21316107641
433,21307947965
434,20686851913
435,21297327902
436,21121057899
437,21297325532
438,21121055569
439,21297323292
440,20685256354
441,20686843503
442,21316095971
443,21120046918
444,21121047589
445,21120043858
446,21121044109
447,20686833333
448,21119831040
449,20686543303
450,21281381616
451,20686453253
452,20684862174
453,21296932592
454,21119454320
455,21307546245
456,21296929172
457,20684856724
458,21296927132
459,21119648988
460,21307540925
461,21119646588
462,21119445620
463,20686439393
464,21296920202
465,21296919082
466,21296917982
467,21119639248
468,20686433783
469,21281272286
470,21307528585
471,21296912092
472,20686429303
473,21315678641
474,21119431300
475,20684834754
476,21119341930
477,21119539708
478,21119538638
479,21296816362
480,21307430045
481,20684740954
482,20684739894
483,21119334000
484,21120541659
485,21315577021
486,21281164486
487,21315574371
488,20684732154
489,21119327440
490,21296803582
491,21307417625
492,21296801472
493,20684726644
494,21296798232
495,21119319810
496,20684722024
497,20684720934
498,21120433689
499,21315469061
500,20686216663
501,21315467081
502,20684624394
503,20686213273
504,21315463551
505,20684621224
506,21315461281
507,21281046756
508,21281045806
509,21296688912
510,21119211050
511,21120419659
512,21315454741
513,21120417369
514,21119206700
515,21119402778
516,20684609634
517,21315449151
518,21307292695
519,20684606074
520,20686194613
521,21296676312
522,21119394838
523,21280746906
524,21118913940
525,21306999725
526,21315153991
527,21118910480
528,20685902563
529,20685901233
530,20684314594
531,21120112849
532,21280736216
533,21296380252
534,21306989675
535,21120107969
536,21296377032
537,21315141161
538,21119093318
539,20684303174
540,21296371372
541,21280724666
542,21280723406
543,21315132631
544,21296366812
545,21119084858
546,21280718866
547,21118995558
548,21120005989
549,21306883585
550,21120003979
551,21306881295
552,20685785923
553,21118988588
554,21315033051
555,21118787390
556,21296263172
557,21118784950
558,21118982948
559,21118782850
560,20685776343
561,21315025191
562,21119989779
563,21118778100
564,21296254252
565,21296253062
566,21118774550
567,21119984269
568,21315017341
569,21118771420
570,20684178694
571,20684089494
572,21314923431
573,20685674313
574,21118878278
575,21119889559
576,21118675020
577,20684082354
578,21118873098
579,21118871788
580,20685666133
581,21118669140
582,21314911171
583,21280499466
584,21118665330
585,21306755945
586,21314905111
587,21118860778
588,21296138522
589,21306750255
590,21306747525
591,20684063874
592,21280393986
593,21314800031
594,21118755928
595,21119766369
596,20685548963
597,21314794011
598,21306640515
599,21306639345
600,21118748678
601,20685543013
602,21306636005
603,20685540823
604,21296021532
605,21314785001
606,20685537493
607,21118740198
608,21306629045
609,21118535040
610,21314778951
611,20685532143
612,21296013042
613,21296011822
614,21118642468
615,20683851814
616,21119651349
617,21295917342
618,21118637988
619,21314679801
620,20683846324
621,21118634738
622,20683844184
623,20683843104
624,21314674781
625,21314673711
626,20685425493
627,21314670951
628,20683836864
629,20683835614
630,21118420720
631,21295901392
632,21119632809
633,21306509875
634,21314663321
635,21295797432
636,21295796382
637,21118517988
638,21118311710
639,21118310670
640,21118514598
641,20683722904
642,20683721744
643,21118511018
644,21306395915
645,21306394745
646,21295784072
647,21314548711
648,21314547391
649,21306389725
650,21119511939
651,21314543671
652,20685294353
653,21295775432
654,21118292030
655,20685290443
656,21118494498
657,21118287300
658,21119501679
659,21118284750
660,21117861210
661,21279704066
662,20684859133
663,20684857933
664,21279700236
665,21314101221
666,21118062388
667,21119065329
668,21118059758
669,21295329662
670,21117847910
671,21118055108
672,21118053858
673,21314091551
674,21305940635
675,21279686716
676,21119053919
677,21305937065
678,21279683486
679,21314084461
680,21314083331
681,21295315932
682,21314081151
683,20683248924
684,21117741100
685,21295217982
686,21313983921
687,21295215902
688,21279578916
689,20684733903
690,21295212552
691,21117732990
692,21295210232
693,21117730440
694,20684728143
695,20684727033
696,21117933058
697,21117931958
698,21117724460
699,21117723090
700,21118934699
701,21295199122
702,21117925898
703,21305814815
704,21117923718
705,21117617780
706,21118827159
707,21313861561
708,21295092382
709,21279456606
710,21117819518
711,21117818408
712,20683024114
713,20683022804
714,21295085272
715,21313851891
716,21295082842
717,21313849741
718,21118813019
719,21117601390
720,21117807798
721,21117598800
722,21279441036
723,21305693555
724,21295072702
725,21305583975
726,21313500981
727,21279097516
728,21279095686
729,21118462179
730,21117457768
731,20684246793
732,20684244813
733,21279087266
734,21117244200
735,21117449688
736,20684238613
737,21294713852
738,20682651164
739,21117437928
740,21117230090
741,21305328725
742,21305327035
743,20682638334
744,21117429708
745,20682634444
746,21118426829
747,20684212423
748,21279054496
749,21305313215
750,20682503574
751,21294563082
752,20682500704
753,21313329171
754,21117288448
755,21305182945
756,21278919716
757,21117283598
758,21278916616
759,21278915176
760,21305175325
761,21117072480
762,21294546182
763,21117068550
764,21118275759
765,21278905896
766,21117269648
767,21117267928
768,21294535782
769,21313303841
770,20682471544
771,21278896276
772,21118262939
773,21116939128
774,20682142994
775,20682141744
776,20682140324
777,20682138724
778,21304830495
779,21116930828
780,21116726170
781,21312964951
782,21294197412
783,21278556776
784,21294194572
785,21312959731
786,21312958231
787,20683707643
788,21116713000
789,20683701883
790,20683700683
791,21312948901
792,21116911488
793,21116706770
794,21278540186
795,21304702775
796,21278434356
797,21304699875
798,20682006984
799,21312833791
800,20683586193
801,20683584393
802,21116794568
803,20682000514
804,21312827091
805,21116588490
806,21304688055
807,20683576483
808,21117786919
809,21312820811
810,21312819781
811,21278413916
812,20683569153
813,21278411296
814,20681986104
815,21294046052
816,21278407186
817,20681865794
818,20683446103
819,21116453040
820,21116451380
821,20681860524
822,21278284446
823,20681857664
824,21293918882
825,21116444480
826,21116648308
827,21304541625
828,21293913012
829,21116643968
830,21312677171
831,20683427573
832,21278270636
833,21304532905
834,21116431940
835,21312670011
836,21116634108
837,21116427290
838,21116426180
839,21117516949
840,21116309760
841,21116512818
842,21304406625
843,21117511679
844,21116507918
845,20683292633
846,21116300890
847,21116503368
848,21117504369
849,21312536101
850,21304394765
851,20681703434
852,21117498859
853,21293762552
854,21304388935
855,20683277603
856,21312526111
857,21312524471
858,21293755312
859,20681692204
860,21304379855
861,21311958361
862,21311956301
863,21277553486
864,21115713890
865,21303816455
866,21293188932
867,21311948071
868,21277545606
869,21277543946
870,21311942821
871,21115702730
872,21116912469
873,20682688903
874,20682687153
875,21311934211
876,20682683443
877,21115902298
878,21115900458
879,21277526216
880,21115686970
881,21115685050
882,21115893788
883,21303785905
884,21311918821
885,20682539963
886,21116759089
887,20680959614
888,21116755709
889,20682533633
890,21116752499
891,21303643085
892,20680950674
893,21277375676
894,20682524993
895,21311771381
896,21303634515
897,21311767811
898,21277367316
899,21293004052
900,21115524280
901,21116732749
902,21292998882
903,21115519000
904,20682507663
905,21311754231
906,21116724589
907,21303616395
908,20680923794
909,21116344209
910,21115133330
911,21276968776
912,21115130780
913,20682114683
914,21276964696
915,21116335629
916,20680538014
917,20680536554
918,21292600432
919,21116330239
920,20682104883
921,21292596152
922,21276953086
923,21115329038
924,21311350271
925,21115112620
926,21311347901
927,21303207235
928,20682094153
929,20682092753
930,20682091453
931,21311340831
932,20682088923
933,21114988200
934,20680396804
935,21303080725
936,20680393854
937,21276817536
938,21115194088
939,21311214261
940,21311212901
941,21311211611
942,21276810736
943,21311208971
944,21115186078
945,21115184658
946,21303065835
947,21303064655
948,21276803186
949,21311200441
950,21114963660
951,21292441632
952,20681947113
953,21276796526
954,21292437612
955,21292327232
956,21115060808
957,21276680986
958,21276679526
959,21115056698
960,21311075101
961,21292318662
962,21115052638
963,21114836020
964,21114834760
965,21311068361
966,20680242324
967,21114830480
968,21276665346
969,21292307622
970,20681812033
971,21292305262
972,21292303902
973,21276658286
974,21116030969
975,21116029689
976,21311052581
977,21114815620
978,21115030008
979,21291963472
980,21276314106
981,21276312526
982,21291959002
983,21310704041
984,21310702451
985,20681455363
986,20679881904
987,21310698131
988,21302563415
989,20679877974
990,21115675349
991,20681447133
992,21115672619
993,21310689971
994,21276294626
995,20679868844
996,21276291396
997,20679865434
998,21302548535
999,21302546945
1000,21115660459
1001,21114448550
1002,21276281196
1003,21115656079
1004,21276159236
1005,20679734864
1006,21115532239
1007,20681304973
1008,21302415125
1009,21291802112
1010,21114535888
1011,21302410965
1012,20681297093
1013,21114531728
1014,21310542611
1015,21302404885
1016,21115517499
1017,21291790802
1018,21302400665
1019,21114522928
1020,20681285363
1021,21114519378
1022,21114517748
1023,21114301030
1024,21276129706
1025,21276128226
1026,20681276483
1027,20681161113
1028,20681159933
1029,21114391778
1030,21115383259
1031,21310403931
1032,21302263645
1033,21115378939
1034,21276000996
1035,21310397611
1036,21310396151
1037,21115373249
1038,21291644952
1039,21115370469
1040,21115368959
1041,21291640692
1042,21114373128
1043,20681137873
1044,21310384301
1045,21275985956
1046,21114154530
1047,20679559424
1048,21114364008
1049,20679556144
1050,21291626842
1051,21114146830
1052,21302120575
1053,21310256601
1054,20681006473
1055,20679435514
1056,21114028290
1057,20681002373
1058,21302112265
1059,21114023780
1060,21302109315
1061,21115224879
1062,20680995283
1063,20680994073
1064,20680992693
1065,21114016190
1066,20679420784
1067,21302099625
1068,21115215269
1069,21115213929
1070,21114009410
1071,21310231871
1072,20680981403
1073,21114217098
1074,21291479882
1075,21291478342
1076,21115203469
1077,21275456696
1078,20680604763
1079,21113842008
1080,21113623010
1081,21301708445
1082,20680598213
1083,20679022414
1084,21301703935
1085,21114821399
1086,21275442396
1087,21301698815
1088,21309836021
1089,21309834411
1090,21275435586
1091,20679009334
1092,21113602570
1093,21301688695
1094,20679004034
1095,21113597500
1096,21291073982
1097,21301682365
1098,21309819781
1099,21114798169
1100,20678994204
1101,20680566883
1102,21113676378
1103,21275284896
1104,21114664239
1105,20680433753
1106,20678858064
1107,20680430613
1108,21275276776
1109,21275275186
1110,20680425883
1111,21309671531
1112,21275269866
1113,21275268116
1114,21301528935
1115,20678843824
1116,21275263776
1117,21309662161
1118,20680413073
1119,21301521675
1120,21113432550
1121,20678834554
1122,20680406193
1123,21113426980
1124,21275250706
1125,20680401423
1126,20680399753
1127,21290774502
1128,21114505899
1129,20678698364
1130,21275118376
1131,21309515901
1132,21275114966
1133,21113503778
1134,21275111976
1135,21113285680
1136,21114491669
1137,21290757302
1138,21275106346
1139,20678684084
1140,21113278090
1141,21114484199
1142,21275100346
1143,20678678084
1144,21113486978
1145,21113484968
1146,21309491991
1147,21113482488
1148,21301352925
1149,21275089606
1150,20680239903
1151,21113352578
1152,20680112523
1153,21114341679
1154,20680109243
1155,21309354631
1156,21274955016
1157,21309351901
1158,21113125870
1159,21301213715
1160,21290598882
1161,21114329059
1162,21274946496
1163,21290594752
1164,21301206345
1165,21290591292
1166,21113113640
1167,21274938766
1168,21114317999
1169,21114316689
1170,21301196965
1171,21113783269
1172,21274402596
1173,21274401176
1174,21308794321
1175,20679438153
1176,20677862944
1177,21112459730
1178,21113660459
1179,21289930782
1180,21289929552
1181,21112453780
1182,21300539125
1183,21289925282
1184,21300536275
1185,20679424133
1186,20677848514
1187,21289919612
1188,20679419963
1189,20679418513
1190,20677842584
1191,21112439270
1192,21274260086
1193,21112650928
1194,20677837024
1195,20679410033
1196,20677833664
1197,21289905692
1198,20677714644
1199,20677713364
1200,21308528741
1201,21289784002
1202,21308525611
1203,20679281393
1204,20679279513
1205,21112517728
1206,21274122806
1207,21113501499
1208,21112295210
1209,21308515561
1210,21112292310
1211,21274115466
1212,21300378265
1213,21308509921
1214,21112504468
1215,21300373555
1216,21274108446
1217,21308503681
1218,21274105516
1219,21112496598
1220,21112155670
1221,21273979126
1222,20679131583
1223,21273975926
1224,21113350809
1225,21112147510
1226,21112145730
1227,21300232415
1228,21300230765
1229,21300228995
1230,21273964846
1231,21308359681
1232,21300223705
1233,20679113993
1234,21289610752
1235,21112346928
1236,21113329049
1237,21289600832
1238,21273945796
1239,20679098583
1240,20679097033
1241,21273941296
1242,21289593062
1243,21113313799
1244,21289473382
1245,21308214451
1246,20678972833
1247,21111992710
1248,21300077185
1249,21289466422
1250,20677390104
1251,20677388694
1252,21308204771
1253,21308203571
1254,21111983240
1255,20678959893
1256,21273802376
1257,21289454082
1258,21308195861
1259,20677121134
1260,21307934781
1261,21111716570
1262,20677116734
1263,21112911959
1264,20677113534
1265,21299796905
1266,20678692263
1267,21299617325
1268,20676929434
1269,21299614555
1270,20678509073
1271,20676924634
1272,21112720359
1273,20678504913
1274,21111521250
1275,20678501593
1276,21112713569
1277,21111515960
1278,21273338586
1279,21299599335
1280,21111727798
1281,21307726171
1282,21299595125
1283,21299593825
1284,21273329576
1285,21112700549
1286,21112698899
1287,21112697609
1288,21299586485
1289,21273321776
1290,21299583215
1291,21273198746
1292,21111374860
1293,21111591018
1294,21307586441
1295,21299453655
1296,21111586278
1297,21111584538
1298,20678345663
1299,20678343983
1300,20676760194
1301,20678340463
1302,21288835712
1303,21111574568
1304,21299438445
1305,21111353280
1306,21111350900
1307,21299432595
1308,21111566178
1309,21307562761
1310,21299428355
1311,20678324313
1312,20676741044
1313,21112536909
1314,21111557658
1315,21307554531
1316,21111149520
1317,20676548154
1318,21111366368
1319,21272971886
1320,20678123713
1321,21307362631
1322,21272967546
1323,21112336029
1324,21112334289
1325,21288616102
1326,21111354158
1327,21288613032
1328,21288611632
1329,21111129960
1330,21299213235
1331,21288606732
1332,21112322449
1333,20678103213
1334,21112319459
1335,21111339238
1336,20678098543
1337,21299202135
1338,21111115400
1339,20676513164
1340,21112310309
1341,20677449463
1342,21110465510
1343,21298551745
1344,20675859884
1345,20675856904
1346,20677440783
1347,21272287716
1348,21110455680
1349,21306672561
1350,21287934902
1351,21110668788
1352,21298537555
1353,20677430213
1354,21110445830
1355,21298532805
1356,21298530555
1357,21298528655
1358,21110438470
1359,21110655298
1360,20675834074
1361,21272259626
1362,21110425240
1363,21287735212
1364,21272080056
1365,21110466538
1366,21272076306
1367,21110244670
1368,20677225613
1369,21287725782
1370,21298330655
1371,21287722602
1372,21110237310
1373,21287719742
1374,21110233750
1375,21287716302
1376,21306450451
1377,21287713122
1378,21298317935
1379,21272057226
1380,21110224880
1381,20677206533
1382,21110222020
1383,21287703842
1384,21110437948
1385,21306437171
1386,21272046886
1387,20675613974
1388,21271763486
1389,21287412082
1390,21110142768
1391,20675324684
1392,21298011235
1393,20676907933
1394,21111121169
1395,21298007035
1396,21271750336
1397,21111116399
1398,21271746956
1399,21109912470
1400,21109910500
1401,21287391352
1402,20676893733
1403,21110120178
1404,21287385822
1405,21271734626
1406,21111100109
1407,21287380102
1408,21287378492
1409,21287376822
1410,21110107868
1411,21109891710
1412,20676876653
1413,20676746493
1414,21297848685
1415,21305981101
1416,20676741143
1417,21271589776
1418,20676738193
1419,21305974291
1420,21305972571
1421,21110949539
1422,21110947739
1423,21109958638
1424,21109742650
1425,21109955138
1426,20676724833
1427,21305960791
1428,21297825135
1429,21110936959
1430,20675132404
1431,21110934209
1432,21271562866
1433,20675124434
1434,20676709023
1435,21297811325
1436,21109933998
1437,20674995664
1438,20674994204
1439,21110794329
1440,20676577653
1441,21305812311
1442,21271423816
1443,21109799288
1444,20674984454
1445,21297672855
1446,21297671255
1447,21297669705
1448,21109791408
1449,21297666435
1450,21305797041
1451,21109787388
1452,21110774659
1453,21271407066
1454,21110771959
1455,21271404056
1456,21305788441
1457,21305786671
1458,20676549503
1459,21109652988
1460,21271271476
1461,21297523515
1462,21271268586
1463,21109430780
1464,20676413383
1465,20676411833
1466,21297515855
1467,21305644721
1468,20676405783
1469,21109420350
1470,21109634368
1471,21286899812
1472,21110618119
1473,21305636121
1474,20674812684
1475,20676395453
1476,21271247156
1477,21109623388
1478,20676391003
1479,21110607119
1480,21109619048
1481,21297491945
1482,21305622471
1483,21271236616
1484,21271075366
1485,21109450418
1486,21286717382
1487,21109447498
1488,21109232650
1489,21109444498
1490,21110430299
1491,20676210913
1492,20674625144
1493,21297315105
1494,21109223650
1495,20674620554
1496,20676204013
1497,21110420169
1498,21109217430
1499,21110417409
1500,21305436981
1501,21297303585
1502,20674610494
1503,21110411999
1504,21286691412
1505,20674606454
1506,21305428991
1507,20674603904
1508,21109204010
1509,21109227618
1510,21110214839
1511,21110213649
1512,21297098555
1513,21109004060
1514,20675988593
1515,20674401374
1516,21297091745
1517,21305221481
1518,21286481852
1519,21110200319
1520,20675977693
1521,21110195949
1522,21305211371
1523,21270825506
1524,21109201958
1525,21109200488
1526,21109199078
1527,20675965543
1528,20675964133
1529,21270816696
1530,20675960853
1531,21305197681
1532,21297064655
1533,21108062018
1534,21304001231
1535,21108990149
1536,20674766153
1537,21295874305
1538,21107995138
1539,21269620746
1540,21303992651
1541,21107990068
1542,21107988918
1543,21269615096
1544,21108977189
1545,21108975909
1546,20674752333
1547,20673168874
1548,21285255922
1549,21108971559
1550,21303980631
1551,21269605756
1552,21303978391
1553,21269603516
1554,20674742683
1555,20674741553
1556,20674740293
1557,21303874631
1558,21107872518
1559,21107656040
1560,20673055914
1561,21295748615
1562,21295747415
1563,21295746405
1564,21269492636
1565,21107864038
1566,21295742405
1567,20673046854
1568,21295739865
1569,21303860201
1570,21108851219
1571,21107641860
1572,21295735175
1573,21285131052
1574,21295730795
1575,21107635290
1576,21107848898
1577,21303848551
1578,21107631630
1579,21303846051
1580,21295619275
1581,20672926384
1582,21295616585
1583,21107736428
1584,21295613915
1585,21303733701
1586,21107732208
1587,20672919054
1588,21285005692
1589,21107514830
1590,20672915374
1591,21295605365
1592,21285000472
1593,21107509550
1594,21107721948
1595,21108715709
1596,21284995432
1597,21108713099
1598,21295595985
1599,20674483733
1600,20672902124
1601,21107711998
1602,21107498020
1603,21108704699
1604,20672896734
1605,20674374563
1606,21107390060
1607,20672790394
1608,21269227256
1609,21108594439
1610,21303597061
1611,21295475165
1612,20674365713
1613,21107381890
1614,20674363473
1615,21303591411
1616,21295469255
1617,20674359923
1618,21295467045
1619,21108582649
1620,21108580679
1621,21107582158
1622,20674353063
1623,21107579728
1624,20672769464
1625,21269205846
1626,21107365280
1627,20672766024
1628,20672764444
1629,20672763094
1630,21108470489
1631,21108469119
1632,21107257850
1633,21284745862
1634,20672659164
1635,21295347975
1636,21284742262
1637,21295345455
1638,21269089316
1639,20672649334
1640,21295338235
1641,21107456758
1642,20674225033
1643,21284731152
1644,21269079196
1645,21295332225
1646,21303451211
1647,21107235410
1648,21107234120
1649,21303445591
1650,21107443368
1651,20674211863
1652,21107440668
1653,21303440091
1654,21269063786
1655,21284171992
1656,21268511316
1657,21294767555
1658,21106674510
1659,20672076874
1660,20673659473
1661,20672074094
1662,21106884068
1663,21106667580
1664,21284159382
1665,21106879498
1666,21268497316
1667,21302878741
1668,21284153712
1669,20672063104
1670,21302874811
1671,21106656360
1672,21107867969
1673,21106654060
1674,21106652550
1675,21302869361
1676,20672055254
1677,21294742745
1678,20672052804
1679,20673545263
1680,21294648465
1681,21268391486
1682,21106769068
1683,20671956974
1684,20671955404
1685,21106549820
1686,21106764128
1687,21294639975
1688,20673534483
1689,21284037952
1690,21302760311
1691,21107755109
1692,20671945284
1693,21106754918
1694,21107751229
1695,21107749719
1696,20671940674
1697,21106534080
1698,20673521413
1699,21294624705
1700,20673518813
1701,21106528920
1702,21302650141
1703,21106432220
1704,21302647921
1705,21302646601
1706,21302645481
1707,21294519025
1708,21283919062
1709,21268261376
1710,21302640531
1711,20671825334
1712,21294512615
1713,20671822864
1714,21302635331
1715,21302634011
1716,21302632781
1717,20671818004
1718,21107625389
1719,21283905042
1720,20671813664
1721,20671812404
1722,20671811044
1723,21294499095
1724,21106405320
1725,21268241006
1726,21106402700
1727,21294407035
1728,21268150496
1729,21294404945
1730,20673299883
1731,20671715644
1732,20671714544
1733,21268145046
1734,21106306950
1735,21302524101
1736,21302523051
1737,21294396485
1738,21283798032
1739,20673290393
1740,21106515788
1741,21302517921
1742,21107512869
1743,20673286163
1744,21106296910
1745,20673283913
1746,20673282693
1747,20671698714
1748,21107506089
1749,21107505089
1750,21107503899
1751,21107502649
1752,21268039626
1753,21294294155
1754,21106415158
1755,21107415179
1756,21294291035
1757,21283693332
1758,21106410618
1759,20673184343
1760,21294286455
1761,21107407839
1762,20671596924
1763,21268027236
1764,21283685472
1765,20673177453
1766,21106187100
1767,21106186140
1768,21107400169
1769,21268020566
1770,21106182980
1771,20671586884
1772,21106180770
1773,21268015986
1774,21107392779
1775,21106176460
1776,21267926746
1777,20673076183
1778,21107301159
1779,21283582712
1780,21106084140
1781,21107298109
1782,21106296118
1783,20673070053
1784,20673069053
1785,20673067973
1786,21283575392
1787,21106076180
1788,21294169385
1789,21107289169
1790,21106072430
1791,21283569472
1792,21283568432
1793,21106069210
1794,21283566172
1795,20671472954
1796,21106280888
1797,21106279558
1798,21267902926
1799,21106566889
1800,21282845682
1801,20670754344
1802,21301565891
1803,21267181556
1804,21282841002
1805,20672333783
1806,21293436405
1807,21106557379
1808,20670745954
1809,21267174846
1810,21301556471
1811,20672326893
1812,20670741774
1813,21282831422
1814,21282830522
1815,20672322503
1816,21105544248
1817,21105326280
1818,21105541588
1819,21293421705
1820,21105279670
1821,21105278600
1822,20670409844
1823,20670408464
1824,21105215338
1825,20671992143
1826,21266836206
1827,21266834866
1828,21105210748
1829,21301214451
1830,21301213181
1831,20671984753
1832,21106206919
1833,20670396994
1834,21301207881
1835,21104986460
1836,21266824096
1837,21266822946
1838,21282481902
1839,20670389824
1840,21282479902
1841,21104979540
1842,20670386234
1843,21282475632
1844,21106192609
1845,21106191249
1846,21104995138
1847,21104994218
1848,21105992469
1849,21105991629
1850,21292876125
1851,21266611316
1852,21105988599
1853,21104772630
1854,21104771440
1855,21266527886
1856,21105907159
1857,21104904638
1858,21104689680
1859,20670096424
1860,21266522666
1861,21104570930
1862,21105786299
1863,21104568250
1864,21105783729
1865,21104565340
1866,21292665145
1867,21104777368
1868,21300782031
1869,21292661315
1870,20671338433
1871,21105561199
1872,20671336313
